day,month,year,traffic_source,total_sessions,unique_transactions,transaction_revenue,transaction_total,active_users,cost,clicks,impressions
23,6,2021,meta,29554,94,1091.75,1274.14,52,283.56,25210,670758
31,7,2020,meta,8770,14,407.5,416.47,9,142.56,6910,463061
25,1,2021,meta,21744,10,161,178.94,4,149.71,17282,328830
11,6,2020,meta,16506,24,457,477.93,13,,,
7,9,2021,meta,18296,21,509.25,533.17,10,296.97,16735,424661
17,5,2021,meta,33301,12,266,277.96,4,433.53,30854,1127379
22,6,2021,meta,32950,63,1342.5,1381.37,31,282.01,25860,683275
3,5,2020,meta,13467,12,212.5,227.45,7,,,
11,1,2021,meta,28444,38,955.25,985.15,23,153.96,20021,406212
2,5,2021,meta,34900,18,344.75,368.67,8,378.55,31949,932977
5,4,2020,meta,7058,7,177,182.98,3,,,
9,11,2021,meta,45598,20,392.75,413.68,13,812.16,41060,1008390
9,11,2020,meta,22089,22,541.5,565.42,16,166.21,16870,436452
22,1,2020,meta,4499,1,25,25,1,,,
9,4,2021,meta,23854,8,93,110.94,4,218.59,22354,571363
13,12,2021,meta,55280,58,1169.75,1244.5,23,288.53,51147,1395923
18,4,2020,meta,11552,13,230.75,251.68,7,,,
4,5,2020,meta,11339,12,253.5,268.45,7,,,
18,12,2020,meta,30623,18,452.25,467.2,9,246.19,26842,546928
17,4,2020,meta,10851,10,227.5,236.47,5,,,
20,1,2020,meta,6281,11,275,275,4,,,
18,4,2021,meta,32373,20,274.25,304.15,11,133.27,27822,498219
7,11,2021,meta,38820,16,334.75,355.68,12,816.45,32276,1304893
18,5,2021,meta,33354,19,535.5,550.45,7,576.39,31890,1465684
15,12,2021,meta,48422,60,1417.25,1468.08,26,130.56,42866,934760
21,1,2021,meta,20765,11,182.25,200.19,6,168.64,18180,346522
13,6,2020,meta,13727,29,617.75,650.64,20,,,
10,5,2021,meta,53289,41,648.75,714.53,15,637.98,50487,1509920
21,7,2020,meta,9849,6,123.5,129.48,4,161.29,8591,498739
20,1,2021,meta,21596,6,129,134.98,4,145.39,18347,350686
27,6,2020,meta,7080,11,343,357.95,7,,,
27,1,2021,meta,25882,22,324.5,354.4,13,206.23,18269,420997
10,6,2020,meta,13729,19,396.75,411.7,8,,,
5,5,2020,meta,14017,25,466,507.86,17,,,
4,4,2020,meta,8459,12,423,431.97,6,,,
1,12,2021,meta,17728,18,516.25,540.17,8,44.12,15782,402015
8,9,2021,meta,18247,15,326,340.95,9,330.07,16725,457387
25,6,2021,meta,29389,42,769,801.89,16,274.9,23638,674610
28,1,2021,meta,27320,41,881.5,905.42,20,257.96,19771,461287
26,5,2021,meta,34282,54,1138.75,1180.61,26,372.81,30944,890574
4,5,2021,meta,38187,8,124,138.95,2,479.67,35339,1117575
1,9,2021,meta,18136,23,530.5,551.43,13,232.03,16147,430889
13,1,2021,meta,29936,13,207.5,225.44,6,196.69,27002,490521
5,12,2020,meta,21911,9,250,252.99,5,86.46,17602,379388
15,9,2021,meta,18922,27,543.25,576.14,16,303.33,16500,500472
24,12,2021,meta,43292,34,784.25,826.11,17,276.3,38629,888190
26,12,2021,meta,55013,40,965,1009.85,16,450.29,51642,1307504
16,9,2021,meta,19179,36,649.75,703.57,13,286.21,16711,612024
28,12,2021,meta,48205,39,850.75,892.61,17,383.34,45573,1118260
20,2,2021,meta,41176,10,183.5,195.46,3,269.88,35052,546830
3,4,2020,meta,6728,15,477.5,486.47,9,,,
6,4,2021,meta,20340,10,277.25,286.22,6,135.95,18049,392579
21,1,2020,meta,6157,3,122,124.99,2,,,
19,4,2021,meta,34226,14,224.25,245.18,6,266.63,31926,709621
29,9,2021,meta,20468,24,631.5,649.44,12,254.28,16839,536627
12,6,2020,meta,14588,16,397.5,415.44,8,,,
30,7,2021,meta,13262,20,396.25,417.18,10,158.2,11905,377441
4,12,2020,meta,16093,9,159,167.97,6,73.99,13163,295776
12,12,2021,meta,54637,79,1755.25,1865.88,34,247.32,49780,1110942
27,12,2021,meta,70539,43,918.25,957.12,14,663.19,67640,1720752
9,9,2021,meta,19527,24,326.75,380.57,16,366.44,18130,515932
19,5,2020,meta,16083,14,405,422.94,5,,,
6,5,2020,meta,11881,29,564,611.84,19,,,
16,4,2020,meta,9263,7,171,176.98,4,,,
19,9,2021,meta,19077,21,500,520.93,8,288.85,17432,661323
7,4,2020,meta,5423,15,365.5,383.44,9,,,
2,12,2020,meta,19508,11,180.5,198.44,9,84.27,11694,257277
2,11,2021,meta,11890,6,135.5,138.49,4,176.04,9947,386605
7,5,2020,meta,12447,16,882.75,906.67,10,,,
25,5,2021,meta,37709,44,852.5,891.37,15,524.07,33946,1126852
3,11,2021,meta,11022,4,97.5,100.49,3,138.42,9140,313869
5,4,2021,meta,25316,8,133.5,148.45,4,169.1,22905,507393
10,12,2021,meta,67583,65,1463.5,1544.23,29,500.71,61054,1486910
30,10,2020,meta,12911,10,237.75,243.73,6,96.48,10454,392963
27,5,2021,meta,34810,37,646.5,700.32,17,365.04,31639,920501
10,6,2021,meta,27545,47,855.25,873.19,23,285.91,22442,579389
9,9,2020,meta,11436,8,160,171.96,5,160.88,10334,566689
23,7,2021,meta,15427,13,245.75,257.71,6,56.76,12860,354005
20,7,2020,meta,11332,17,471.5,483.46,13,169.94,9736,518811
13,9,2020,meta,11287,9,122.25,137.2,4,137.97,9750,486037
2,12,2021,meta,29893,18,456.25,477.18,5,133.74,26756,885821
15,6,2020,meta,14281,18,536.25,539.24,10,,,
1,6,2020,meta,10624,34,341.5,431.2,13,,,
2,9,2021,meta,17414,40,828.25,888.05,19,267.74,16149,388093
26,6,2020,meta,8623,19,429.75,447.69,12,,,
8,3,2020,meta,5091,3,200,200,1,,,
8,5,2020,meta,14700,20,625,639.95,8,,,
6,12,2020,meta,28177,8,163,174.96,5,95.25,22506,446299
23,7,2020,meta,9304,16,425.5,437.46,9,130.94,7019,395378
7,12,2020,meta,32336,13,236.25,251.2,9,220.24,25714,527609
24,2,2020,meta,9881,7,226.5,229.49,2,,,
3,12,2020,meta,20407,16,298.5,328.4,8,101.09,15033,340371
23,1,2021,meta,21772,11,379.5,388.47,6,140.48,17594,369176
11,5,2021,meta,51598,44,984,1028.85,23,609.07,48662,1462455
2,4,2020,meta,6530,6,196,201.98,3,,,
26,1,2021,meta,22531,9,194.25,206.21,6,209.11,18121,360838
31,7,2021,meta,14794,25,473,502.9,17,153.07,12955,431701
4,4,2021,meta,31467,16,304.25,331.16,7,170.58,28386,573737
23,12,2021,meta,36739,42,739.25,802.04,15,254.51,33918,842260
11,2,2021,meta,25813,4,121.5,127.48,4,196.16,22699,473467
26,9,2020,meta,18631,9,208.25,217.22,6,163.82,17046,824048
5,11,2021,meta,22346,7,86.25,98.21,2,498.73,18730,802744
1,4,2020,meta,5868,3,29,34.98,2,,,
16,12,2020,meta,31546,23,482,514.89,13,275.13,23243,540178
8,8,2021,meta,13376,17,363.25,387.17,11,133.55,11618,283514
19,4,2020,meta,11237,19,403.25,424.18,9,,,
14,11,2020,meta,22857,15,198.5,225.41,5,238.21,18549,469721
17,11,2021,meta,11648,31,648.5,672.42,13,86.37,10230,230080
9,5,2021,meta,50814,25,421.75,463.61,9,581.91,46553,1530642
9,12,2021,meta,75446,88,1981.75,2104.34,33,692.9,69870,1620696
22,5,2020,meta,16143,16,321.25,345.17,9,,,
18,11,2021,meta,10344,12,281.5,293.46,6,93.37,8688,200336
14,9,2020,meta,9536,10,147.5,162.45,6,134.49,8741,465700
20,12,2020,meta,39418,24,584.5,608.42,12,281.94,35778,627741
14,4,2020,meta,10897,19,466,483.94,12,,,
4,1,2020,meta,7057,7,204.5,210.48,5,,,
7,4,2021,meta,24523,14,125.5,158.39,9,204.08,21829,507194
30,8,2021,meta,17603,39,550.5,619.27,27,211.14,13278,335155
6,9,2021,meta,18676,27,587.25,617.15,15,301.35,17510,452232
20,6,2021,meta,39041,102,1880.5,1979.17,50,349.83,28614,895591
15,4,2020,meta,9661,15,280.5,298.44,4,,,
13,5,2021,meta,29253,25,465.75,504.62,12,303.82,27034,990671
22,1,2021,meta,20767,8,184.5,193.47,3,169.5,17064,389970
31,1,2020,meta,4258,3,92.5,92.5,3,,,
24,6,2020,meta,5109,6,202.75,205.74,3,,,
4,11,2021,meta,15888,6,94,102.97,4,271.63,13416,522954
4,6,2021,meta,24368,28,617.5,659.36,11,259.14,21793,651913
9,3,2020,meta,4899,6,137,145.97,4,,,
31,10,2020,meta,13293,13,241.5,259.44,10,84.04,10882,393027
27,11,2020,meta,37397,39,837,872.88,23,645.01,30331,701491
10,7,2021,meta,22172,23,459.25,483.17,14,280.87,17947,597592
24,12,2020,meta,23239,122,653,1008.81,65,190.6,16171,323127
8,12,2021,meta,74359,65,1387.25,1482.93,26,720.01,70102,1927820
20,10,2021,meta,18223,27,754.75,781.66,16,276.45,16185,504092
18,9,2021,meta,18465,31,648.75,690.61,15,297.94,16617,625394
19,11,2021,meta,10464,17,386.75,398.71,6,79.4,9093,190619
19,1,2021,meta,23765,12,272,280.97,7,177.7,20548,421704
19,1,2020,meta,6775,5,262.5,262.5,2,,,
9,8,2021,meta,11933,10,202,216.95,6,123.42,9985,263600
18,1,2020,meta,6125,7,170.75,176.73,4,,,
28,6,2020,meta,6934,8,185,196.96,6,,,
28,5,2021,meta,44115,63,1046.5,1130.22,33,402.51,38661,938761
17,12,2020,meta,28006,51,1205.5,1250.35,30,247.99,21353,475169
21,5,2020,meta,14476,11,173,193.93,10,,,
21,3,2021,meta,24001,8,105.5,123.44,2,142.03,22105,465684
17,1,2020,meta,5661,5,140,142.99,3,,,
8,1,2021,meta,27457,12,309.5,315.48,6,164.88,18459,423640
27,9,2020,meta,21004,14,285,296.96,7,142.28,19323,920246
31,3,2020,meta,4623,3,30.5,36.48,2,,,
11,12,2021,meta,51578,60,1063.25,1146.97,25,251.86,45032,962573
31,8,2021,meta,15084,28,492.5,549.31,9,220.74,12494,319359
23,1,2020,meta,4919,3,59.5,62.49,2,,,
17,6,2021,meta,31025,55,1060.5,1114.32,37,367.6,25236,787080
2,6,2021,meta,29139,29,583.5,616.39,13,264.53,26950,776449
26,2,2021,meta,33515,27,514,564.83,14,306.14,30178,632824
12,2,2021,meta,23582,5,117.5,120.49,4,254.01,20932,554984
4,1,2021,meta,21824,8,157,171.95,4,89.16,18287,366641
2,6,2020,meta,10267,15,552.5,555.49,10,,,
28,11,2020,meta,33002,24,731,748.94,17,341.44,27745,551304
19,12,2021,meta,30019,24,542,565.92,4,67.37,25998,666112
18,1,2021,meta,23895,9,343,354.96,1,143.58,20843,451008
21,2,2020,meta,13237,10,171.5,189.44,6,,,
30,6,2020,meta,9773,16,429.25,453.17,9,,,
25,7,2021,meta,16281,25,501.5,528.41,9,68.4,13902,356674
7,8,2020,meta,11377,9,215.5,221.48,5,180.33,8192,526161
25,2,2021,meta,38475,24,270.75,315.6,8,256.32,30398,580981
24,5,2020,meta,17167,25,512.5,554.36,9,,,
22,2,2020,meta,13642,10,262.5,271.47,5,,,
19,9,2020,meta,20866,17,309,332.92,10,314.01,18539,1079823
22,7,2020,meta,8866,19,505,513.97,14,140.91,7178,424369
15,1,2020,meta,3556,11,318,323.98,8,,,
13,11,2020,meta,24279,10,211.5,223.46,5,289.65,19929,579397
29,9,2020,meta,22899,29,867.75,891.67,14,184.42,18516,756320
26,6,2021,meta,26175,21,404,424.93,11,270.53,22657,618182
16,6,2020,meta,11132,13,419,427.97,6,,,
27,2,2021,meta,39036,31,532.5,586.32,11,315.17,34564,662180
4,9,2021,meta,16552,27,571.5,601.4,16,273.57,15489,392212
16,11,2020,meta,13057,39,804.5,834.4,26,41.5,5015,119804
20,3,2021,meta,21034,15,376.75,391.7,9,185.68,18679,374429
19,8,2020,meta,11495,24,617.75,635.69,13,108.47,9438,383262
26,5,2020,meta,13635,14,270.5,285.45,8,,,
6,10,2020,meta,19032,9,94.75,118.67,7,157.28,17600,713992
25,5,2020,meta,16162,22,689.75,707.69,11,,,
7,10,2020,meta,17281,14,276,290.95,5,181.62,15299,644424
19,5,2021,meta,34368,25,558.25,579.18,12,449.08,31774,1082827
4,11,2020,meta,26111,36,336,425.7,17,111.08,23217,676780
28,9,2020,meta,20818,11,165,179.95,3,165.24,18224,743542
19,6,2021,meta,30191,96,2003.25,2054.08,50,327.26,23036,699186
31,10,2021,meta,14738,23,531.63,546.58,11,176.47,13107,444813
12,5,2020,meta,12094,14,415,423.97,10,,,
14,6,2020,meta,13816,20,550,564.95,11,,,
22,12,2020,meta,30674,24,448.25,487.12,17,314.86,26178,494964
9,8,2020,meta,14509,10,192.5,201.47,5,64.06,10208,331886
14,2,2021,meta,28980,6,198,203.98,2,179.85,26216,544665
12,9,2020,meta,11960,17,303.75,327.67,9,141.91,10503,485206
17,11,2020,meta,10240,17,433,435.99,7,40.63,4615,104698
15,1,2021,meta,23053,22,550.63,562.59,13,178.95,21102,394986
8,8,2020,meta,10565,11,215.5,227.46,7,101.28,8945,343696
5,1,2021,meta,23989,13,329,340.96,9,127.45,19843,438789
9,10,2020,meta,22666,16,229.75,265.63,12,227.49,19042,1022558
16,1,2020,meta,4698,2,19,24.98,2,,,
7,12,2021,meta,77098,66,1499.75,1607.39,29,524.99,73973,1886767
5,9,2020,meta,9600,5,92.5,98.48,3,140.92,8202,449103
6,5,2021,meta,46438,32,597,638.86,15,656.97,42884,1290242
9,5,2020,meta,16230,32,623.75,650.66,16,,,
29,11,2020,meta,57173,36,832,876.85,18,611.55,50901,1053597
7,1,2021,meta,23409,10,168,185.94,3,183.74,20032,463355
20,2,2020,meta,5197,13,421,429.97,8,,,
3,6,2021,meta,25193,34,748,771.92,17,233.04,23079,698838
18,11,2020,meta,10371,6,107.75,113.73,5,44.46,6536,143341
30,3,2021,meta,16213,7,205.5,208.49,4,89.65,14384,269084
3,11,2020,meta,20924,8,138,149.96,2,76.52,19561,490619
6,8,2020,meta,10481,22,425,457.89,12,72.7,5715,269212
14,1,2020,meta,3708,8,285.25,294.22,4,,,
1,1,2020,meta,6309,6,114,119.98,6,,,
3,9,2021,meta,16377,29,654.25,693.12,17,259.91,14904,374032
16,11,2021,meta,13578,21,413.25,437.17,13,145.33,12027,284677
18,7,2020,meta,16421,39,708.75,750.61,24,182.83,10906,473630
25,2,2020,meta,9488,5,143.5,149.48,3,,,
21,12,2020,meta,43485,76,1081.25,1230.75,41,476.76,38705,723401
26,3,2020,meta,3789,7,152.5,161.47,3,,,
1,9,2020,meta,11925,9,148.5,163.45,4,127.44,11018,385619
26,10,2021,meta,12701,19,368.25,389.18,12,191.59,11056,349173
14,5,2021,meta,30169,13,172.5,202.4,7,289.52,28478,959023
28,1,2020,meta,4114,9,552.5,552.5,8,,,
21,2,2021,meta,38232,6,200,205.98,2,276.12,34166,577717
11,7,2021,meta,21948,20,408,440.89,8,245.81,19409,589434
26,7,2021,meta,13638,20,476.5,500.42,10,87.08,10984,326874
14,5,2020,meta,31376,77,1533.25,1616.97,32,,,
22,7,2021,meta,14930,15,373,387.95,8,60.42,12235,360778
22,2,2021,meta,31946,9,236.5,245.47,1,261.42,28507,516434
27,3,2020,meta,4376,9,205.5,217.46,4,,,
10,2,2020,meta,3304,1,3.5,6.49,1,,,
14,1,2021,meta,28983,10,358,369.96,7,166.46,26330,460802
28,2,2021,meta,41996,28,422.25,479.06,14,329.66,39382,769375
18,6,2021,meta,31543,114,2328.75,2409.48,56,363.6,23434,746726
11,2,2020,meta,3006,4,74,76.99,2,,,
29,5,2020,meta,14015,26,373,411.87,14,,,
4,7,2020,meta,7507,15,317.5,332.45,10,90.1,6433,233983
26,10,2020,meta,12144,9,122.25,143.18,2,142.16,9564,495407
26,12,2020,meta,18986,26,382.5,442.3,10,120.99,15074,279675
10,8,2021,meta,14511,32,836.25,869.14,17,121.14,10132,252472
29,6,2020,meta,8188,2,5.5,11.48,0,,,
8,10,2020,meta,18204,11,154.75,175.68,5,186.41,15974,750514
1,1,2021,meta,14524,8,123,134.96,4,49.91,12645,332587
18,12,2021,meta,26619,18,493.5,508.45,4,70.18,23441,588909
1,11,2020,meta,16889,10,54.75,84.65,5,77.47,13030,435060
11,1,2020,meta,6376,4,139,144.98,3,,,
3,12,2021,meta,73992,49,1137.5,1203.28,24,368.09,70973,1668253
30,3,2020,meta,5383,7,243.5,252.47,3,,,
10,5,2020,meta,13749,17,389.5,404.45,10,,,
1,6,2021,meta,29323,23,367.5,403.38,11,255.46,25583,746091
12,5,2021,meta,39733,25,488,511.92,11,366.95,37604,1067472
28,6,2021,meta,18125,22,375.5,405.4,14,146.39,14738,440503
13,1,2020,meta,4283,7,243.25,246.24,6,,,
13,6,2021,meta,35955,44,920.25,953.14,22,359.91,31941,881691
2,11,2020,meta,18449,11,89,115.91,5,69.42,15694,499428
2,1,2020,meta,6451,4,125,125,3,,,
15,11,2020,meta,15380,11,172,186.95,6,145.74,12013,348821
8,12,2020,meta,29258,10,238.5,253.45,3,232.16,23783,522684
29,4,2020,meta,10184,14,310.5,325.45,7,,,
12,7,2021,meta,21855,40,866.5,914.34,25,283.2,20118,646470
29,1,2020,meta,3384,4,261,266.98,3,,,
27,5,2020,meta,11798,18,131.5,173.36,11,,,
29,6,2021,meta,16994,28,526.38,550.3,15,149.56,14519,488392
2,9,2020,meta,16495,116,3792,3803.96,53,120,10604,395437
11,5,2020,meta,12133,16,355.5,373.44,8,,,
17,9,2021,meta,19851,40,740.5,800.3,14,317.49,18308,660326
6,2,2021,meta,21027,5,124.5,133.47,1,110.91,17500,337411
24,2,2021,meta,31187,11,129.5,153.42,8,226.32,28261,538645
28,5,2020,meta,13798,17,396.75,417.68,6,,,
3,1,2021,meta,17672,19,217.5,265.34,11,43.94,14181,263306
3,9,2020,meta,13531,21,502.5,514.46,8,136.41,9943,364272
5,5,2021,meta,42323,24,416.5,443.41,9,579.85,38416,1198671
16,1,2021,meta,26607,15,442,450.97,5,121.17,21560,396162
19,11,2020,meta,11855,9,167,178.96,6,67.68,6808,156710
13,12,2020,meta,44782,28,498,551.82,11,462.48,39958,753502
11,6,2021,meta,28178,57,1214.75,1238.67,26,317.7,24979,662495
11,12,2020,meta,34089,23,447.5,471.42,15,304.95,27947,652254
17,7,2021,meta,13314,20,551.5,566.45,15,75.38,10379,296669
3,7,2021,meta,21908,28,452,499.84,11,235.37,18375,602190
12,3,2020,meta,7058,10,221.25,239.19,9,,,
27,1,2020,meta,4545,7,430,432.99,5,,,
5,8,2020,meta,10760,29,373.75,427.57,16,25.23,2486,88100
24,7,2021,meta,15364,11,217,231.95,5,56.92,13386,347635
15,6,2021,meta,30265,30,436.75,484.59,15,369.04,27350,786721
17,1,2021,meta,34270,19,569.5,584.45,11,171.16,29527,563821
13,5,2020,meta,23292,85,1897.75,1966.52,45,,,
6,11,2020,meta,21297,11,209,226.94,4,153.6,14951,450257
5,6,2021,meta,24266,29,564.75,603.62,14,241.56,21495,616471
12,1,2020,meta,7025,6,208.25,211.24,5,,,
29,1,2021,meta,17225,31,547,591.85,22,188.45,11230,284111
30,9,2021,meta,21660,22,650.75,677.66,13,241.24,16760,516459
20,7,2021,meta,14220,9,155,169.95,4,89.52,12947,419990
25,8,2021,meta,15539,30,431.75,494.54,15,240.75,12940,340558
21,7,2021,meta,14591,13,335.5,338.49,6,64.17,11635,351180
17,2,2020,meta,3084,2,50,50,1,,,
12,10,2021,meta,17478,21,537.75,561.67,7,223.31,15484,454950
10,8,2020,meta,16299,21,504.25,534.15,18,65.86,10716,351652
31,3,2021,meta,16575,9,206,211.98,3,76.2,14680,262238
12,8,2020,meta,15118,11,185.75,194.72,8,94.96,9600,414728
26,1,2020,meta,5669,4,143,145.99,4,,,
10,2,2021,meta,17751,6,66.5,81.45,3,174.1,14702,348312
13,10,2021,meta,19503,29,572,598.91,17,266.81,17575,482955
6,12,2021,meta,80920,78,1638.5,1749.13,34,388.67,76724,1829614
12,6,2021,meta,26061,27,665.25,677.21,12,270.95,23926,635804
7,5,2021,meta,46637,40,711.5,777.28,22,670.15,42586,1297922
7,7,2020,meta,10344,58,1305,1355.83,36,86,6421,217625
29,10,2020,meta,13058,14,228.25,249.18,7,97.5,9298,342831
21,4,2021,meta,33079,36,665.25,710.1,15,284.75,29189,597757
25,12,2020,meta,20039,57,468.5,618,36,143.74,13872,280556
12,12,2020,meta,50783,25,484.5,526.36,14,426.82,41632,783815
3,5,2021,meta,38319,16,354.75,381.66,7,481.42,36782,1114169
19,12,2020,meta,39284,19,452,472.93,10,310.25,35172,593487
7,2,2021,meta,28535,10,180.25,195.2,4,173.5,24506,451700
4,9,2020,meta,9785,10,330,332.99,4,110.39,7676,350954
5,7,2020,meta,8266,14,228.25,246.19,4,98.23,7191,270242
23,12,2020,meta,42291,8,170.5,176.48,4,506.67,36974,663614
30,10,2021,meta,14565,21,437,454.94,11,185.22,12649,433742
12,8,2021,meta,13337,16,420,437.94,11,158.37,11855,281327
13,3,2021,meta,16837,19,506,523.94,8,141.39,14805,294074
13,10,2020,meta,21268,15,277.25,295.19,8,201.47,18845,635318
27,6,2021,meta,29394,62,1005.75,1095.45,23,225.07,23136,576939
29,3,2021,meta,18588,10,258.5,267.47,3,100,14259,272957
14,6,2021,meta,27889,38,883.25,907.17,14,289.93,24272,657032
6,7,2020,meta,8000,9,204.5,213.47,8,88.12,6811,238161
27,3,2021,meta,16548,9,433,438.98,4,121.51,15181,293656
5,12,2021,meta,58130,66,1330.5,1438.14,23,388.01,53068,1282550
12,10,2020,meta,22006,18,294,323.9,11,214.41,20255,730410
8,5,2021,meta,41593,25,536.75,569.64,6,627.51,40223,1266820
20,11,2020,meta,14888,12,237.5,249.46,6,77.27,8557,211147
2,10,2020,meta,19964,12,243,260.94,5,136.47,18373,687085
30,4,2020,meta,18105,30,747.75,765.69,17,,,
15,10,2020,meta,19011,9,84,104.93,2,201.46,12012,465371
28,3,2021,meta,21160,15,590,592.99,7,104.93,16550,302477
15,2,2021,meta,28918,5,249.5,255.48,4,214.07,26672,468810
2,2,2020,meta,3476,6,200,202.99,4,,,
27,10,2020,meta,12227,8,201.5,207.48,2,110.09,9499,360288
4,12,2021,meta,60393,63,1358.5,1475.11,29,399.22,55201,1299208
17,9,2020,meta,17672,7,179,181.99,4,197.86,16350,685406
28,10,2020,meta,13537,15,292.25,304.21,8,102.76,9112,292243
19,7,2020,meta,17135,31,552,587.88,13,227.83,14856,701808
23,3,2020,meta,8611,8,132.75,147.7,5,,,
24,11,2020,meta,23218,14,343,360.94,10,302.2,17378,476041
10,3,2020,meta,4501,5,169,174.98,4,,,
27,8,2020,meta,11438,9,174.25,189.2,5,147.26,11181,414606
1,3,2021,meta,28624,9,238.5,247.47,2,235.22,26077,537315
22,4,2021,meta,31665,26,617.25,635.19,11,251.53,27212,570799
20,9,2021,meta,18875,28,632.75,656.67,13,289.06,17235,625710
18,2,2020,meta,3268,1,20,20,0,,,
28,8,2020,meta,11850,9,188.5,200.46,7,137.08,10616,405629
25,10,2021,meta,12530,20,596.5,620.42,11,194.5,10805,368367
22,3,2021,meta,11236,3,118,118,1,114.88,9974,240778
24,3,2020,meta,10179,10,173,184.96,7,,,
15,5,2020,meta,23947,44,922.5,955.39,28,,,
25,12,2021,meta,52917,38,989.94,1019.84,15,371.86,48443,1162027
21,11,2020,meta,15939,13,371.5,386.45,7,98.96,10544,258481
16,2,2021,meta,28466,2,37.5,37.5,2,166.91,26184,455502
21,6,2020,meta,18356,85,2315.75,2339.67,47,,,
18,7,2021,meta,15557,16,462,470.97,8,65.2,13182,354345
9,1,2021,meta,24926,18,466,483.94,11,136.66,17376,361584
10,12,2020,meta,28164,8,185,196.96,5,274.22,24392,578840
19,7,2021,meta,15643,18,232,264.89,10,69.87,13235,392705
24,8,2021,meta,16765,22,313.5,358.35,14,273.99,13834,370910
9,1,2020,meta,6538,9,343.5,349.48,8,,,
1,2,2021,meta,11829,5,83,91.97,3,122.04,8270,213095
15,9,2020,meta,9500,7,199.5,199.5,6,126.52,8669,457618
13,2,2021,meta,27350,9,283.25,295.21,2,237.22,24344,566368
1,8,2020,meta,8484,27,377.5,440.29,17,93.39,6515,357916
15,3,2021,meta,18169,11,252.5,270.44,5,123.07,16304,328366
5,7,2021,meta,21601,23,356,385.9,8,233.39,18208,627962
4,7,2021,meta,22282,28,462,497.88,18,213.66,19771,652993
29,8,2020,meta,12556,26,399.25,444.1,16,132.51,8083,425555
27,8,2021,meta,15561,27,303,359.81,15,237.09,11909,314246
26,8,2020,meta,10089,11,205.5,214.47,7,121.38,9650,343293
11,3,2020,meta,5287,14,352.5,370.44,6,,,
13,7,2021,meta,19089,27,612,638.91,16,238.1,15432,438190
21,8,2021,meta,15275,29,422.5,473.33,21,257.87,13391,332648
1,2,2020,meta,3845,2,77,79.99,0,,,
14,2,2020,meta,3974,9,198.5,207.47,7,,,
8,1,2020,meta,6723,6,217.5,217.5,3,,,
25,11,2020,meta,24022,14,291.5,300.47,7,335.32,18791,465832
12,3,2021,meta,17940,8,94.5,109.45,3,139.98,16328,325260
22,11,2020,meta,20539,15,308.5,326.44,6,194.88,16256,403772
9,2,2021,meta,18770,3,36,38.99,2,165.02,14918,352236
9,4,2020,meta,14024,26,510.5,540.4,17,,,
11,10,2021,meta,16276,17,343.25,361.19,14,220.03,14946,502269
30,12,2020,meta,10405,6,189,191.99,3,72.83,7404,160146
14,10,2021,meta,23582,29,703.75,724.68,13,370.62,21522,603966
23,2,2021,meta,31520,15,323,349.91,9,274.28,27560,528788
8,2,2021,meta,24026,10,223.5,229.48,6,188.78,21127,449976
25,3,2020,meta,6861,8,215.5,218.49,5,,,
5,2,2020,meta,3269,3,76,78.99,1,,,
16,6,2021,meta,30425,37,617.75,674.56,13,434.82,28432,776968
16,2,2020,meta,3782,5,108,113.98,3,,,
28,10,2021,meta,14087,17,562,570.97,9,192.29,12014,449758
9,7,2020,meta,13993,77,1144.25,1251.89,45,119.72,9765,368670
30,5,2020,meta,13777,19,311,343.89,9,,,
22,10,2021,meta,13665,25,733.75,754.68,14,198.71,11750,359134
14,8,2020,meta,11399,8,192.5,192.5,5,108.4,10223,365144
20,4,2021,meta,37124,28,619,651.89,15,267.63,33122,751580
23,2,2020,meta,13041,10,206.5,215.47,2,,,
3,2,2020,meta,3366,5,151,153.99,4,,,
16,10,2020,meta,15077,13,130,159.9,2,152.26,10907,368857
30,4,2021,meta,34840,17,400,414.95,10,428.31,31675,911574
20,11,2021,meta,13622,12,202.5,220.44,5,77.97,11771,223017
20,9,2020,meta,29135,38,553.25,628,22,301.27,24777,1310667
14,7,2021,meta,18624,27,692.75,716.67,16,187.83,14615,422523
21,3,2020,meta,12740,18,375,392.94,10,,,
27,7,2021,meta,11448,19,340.5,364.42,7,131.98,9405,318783
26,8,2021,meta,13353,21,357,383.91,10,240.44,11422,315649
14,10,2020,meta,19431,8,209,214.98,5,196.49,17502,614724
25,1,2020,meta,5050,3,57,59.99,1,,,
6,6,2021,meta,33523,47,731.25,791.05,22,183.62,25062,664813
17,10,2020,meta,15177,16,185.5,218.39,7,131.61,12174,389832
5,11,2020,meta,26241,21,425.25,443.19,11,153.36,17772,541108
20,6,2020,meta,18834,113,2701.75,2779.49,62,,,
11,8,2020,meta,22516,60,1516.5,1528.46,31,99.14,10689,399490
24,10,2021,meta,14890,20,575.5,596.43,8,197.45,12762,399867
27,2,2020,meta,6359,6,278.5,284.48,2,,,
1,7,2021,meta,19081,20,436,447.96,12,183.95,17056,533755
2,8,2020,meta,10046,24,474.5,504.4,11,88.13,7750,410350
31,5,2020,meta,13414,25,377.5,416.37,13,,,
7,1,2020,meta,6507,5,142,144.99,4,,,
22,9,2020,meta,25018,19,414,434.93,10,213.23,20313,658465
15,7,2021,meta,14673,23,567.5,582.45,12,133.31,12083,364093
