day,total_sessions,traffic_source,traffic_medium,device_category
2021-03-28,1,l.instagram.com,referral,tablet
2021-03-28,3180,instagram,influencer,mobile
2021-03-28,11,youtube,organic_social,mobile
2021-03-28,6,google,cpm,mobile
2021-03-28,2,instagram,organic_social,tablet
2021-03-28,69,dv360,cpm,desktop
2021-03-28,3,instagram,organic_social,desktop
2021-03-28,4,m.facebook.com,referral,tablet
2021-03-28,1741,google,cpc,desktop
2021-03-28,3,instagram,influencer,tablet
2021-03-28,143,l.instagram.com,referral,mobile
2021-03-28,1,youtube.com,referral,desktop
2021-03-28,168,email,crm,desktop
2021-03-28,319,instagram,organic_social,mobile
2021-03-28,8,dv360,cpm,mobile
2021-03-28,4358,google,organic,desktop
2021-03-28,628,m.facebook.com,referral,mobile
2021-03-28,6,rtbhouse,cpc,tablet
2021-03-28,1,l.instagram.com,referral,desktop
2021-03-28,5,youtube.com,referral,mobile
2021-03-28,194,meta,cpc,desktop
2021-03-29,789,rtbhouse,cpc,desktop
2021-03-29,61,meta,cpc,tablet
2021-03-29,7,rtbhouse,cpc,tablet
2021-03-29,12,l.facebook.com,referral,mobile
2021-03-29,91,dv360,cpm,desktop
2021-03-29,189,google,organic,tablet
2021-03-29,113,google,cpc,tablet
2021-03-29,217,meta,cpc,desktop
2021-03-29,298,instagram.com,referral,mobile
2021-03-29,2770,instagram,influencer,mobile
2021-03-29,4,instagram,influencer,tablet
2021-03-29,2855,google,cpc,desktop
2021-03-29,3,youtube,organic_social,tablet
2021-03-29,688,rtbhouse,cpc,mobile
2021-03-29,6,dv360,cpm,mobile
2021-03-29,245,email,crm,mobile
2021-03-29,1,lm.facebook.com,referral,mobile
2021-03-29,3,m.facebook.com,referral,tablet
2021-03-29,9775,google,organic,mobile
2021-03-29,7079,google,organic,desktop
2021-03-29,1,youtube.com,referral,mobile
2021-03-29,106,instagram,organic_social,mobile
2021-03-29,2,youtube,organic_social,desktop
2021-03-29,310,email,crm,desktop
2021-03-29,444,m.facebook.com,referral,mobile
2021-03-29,4,dv360,cpm,tablet
2021-03-29,3,youtube,cpv,mobile
2021-03-29,102,l.instagram.com,referral,mobile
2021-03-29,9043,google,cpc,mobile
2021-03-29,4,google,cpm,mobile
2021-03-29,14524,meta,cpc,mobile
2021-03-29,1,instagram.com,referral,tablet
2021-03-29,19,l.facebook.com,referral,desktop
2021-03-29,7,email,crm,tablet
2021-03-29,24,instagram,influencer,desktop
2021-03-29,9,youtube,organic_social,mobile
2021-03-29,2,youtube.com,referral,desktop
2021-03-29,2,l.instagram.com,referral,desktop
2021-03-30,771,rtbhouse,cpc,mobile
2021-03-30,12,l.facebook.com,referral,mobile
2021-03-30,5,youtube,organic_social,desktop
2021-03-30,205,meta,cpc,desktop
2021-03-30,2,l.instagram.com,referral,desktop
2021-03-30,2,l.instagram.com,referral,tablet
2021-03-30,1,instagram,organic_social,desktop
2021-03-30,147,google,cpc,tablet
2021-03-30,487,m.facebook.com,referral,mobile
2021-03-30,580,instagram,influencer,mobile
2021-03-30,2,youtube.com,referral,desktop
2021-03-30,14265,meta,cpc,mobile
2021-03-30,4,youtube.com,referral,mobile
2021-03-30,9390,google,organic,mobile
2021-03-30,2,instagram,influencer,tablet
2021-03-30,328,email,crm,mobile
2021-03-30,3,google,cpm,mobile
2021-03-30,16,youtube,organic_social,mobile
2021-03-30,98,l.instagram.com,referral,mobile
2021-03-30,13,m.facebook.com,referral,tablet
2021-03-30,9630,google,cpc,mobile
2021-03-30,248,email,crm,desktop
2021-03-30,203,instagram.com,referral,mobile
2021-03-30,7,instagram,influencer,desktop
2021-03-30,65,meta,cpc,tablet
2021-03-30,3033,google,cpc,desktop
2021-03-30,1,lm.facebook.com,referral,mobile
2021-03-30,108,dv360,cpm,desktop
2021-03-30,6,dv360,cpm,mobile
2021-03-30,838,rtbhouse,cpc,desktop
2021-03-30,1,email,crm,tablet
2021-03-30,178,google,organic,tablet
2021-03-30,6653,google,organic,desktop
2021-03-30,6,rtbhouse,cpc,tablet
2021-03-30,257,instagram,organic_social,mobile
2021-03-30,2,dv360,cpm,tablet
2021-03-30,13,l.facebook.com,referral,desktop
2021-03-31,242,instagram.com,referral,mobile
2021-03-31,3,youtube.com,referral,desktop
2021-03-31,62,meta,cpc,tablet
2021-03-31,1,instagram.com,referral,desktop
2021-03-31,11,l.facebook.com,referral,mobile
2021-03-31,198,meta,cpc,desktop
2021-03-31,12,l.facebook.com,referral,desktop
2021-03-31,8,youtube.com,referral,mobile
2021-03-31,1,instagram.com,referral,tablet
2021-03-31,9,instagram,influencer,desktop
2021-03-31,723,instagram,influencer,mobile
2021-03-31,1,youtube,cpv,desktop
2021-03-31,131,google,cpc,tablet
2021-03-31,2,instagram,influencer,tablet
2021-03-31,4,youtube,organic_social,mobile
2021-03-31,8,email,crm,tablet
2021-03-31,4,google,cpm,mobile
2021-03-31,911,rtbhouse,cpc,desktop
2021-03-31,184,google,organic,tablet
2021-03-31,1,instagram,organic_social,tablet
2021-03-31,249,email,crm,desktop
2021-03-31,7,l.instagram.com,referral,desktop
2021-03-31,1,l.facebook.com,referral,tablet
2021-03-31,510,m.facebook.com,referral,mobile
2021-03-31,9570,google,cpc,mobile
2021-03-31,119,dv360,cpm,desktop
2021-03-31,10,rtbhouse,cpc,tablet
2021-03-31,270,email,crm,mobile
2021-03-31,2,instagram,organic_social,desktop
2021-03-31,1,l.instagram.com,referral,tablet
2021-03-31,227,instagram,organic_social,mobile
2021-03-31,5,dv360,cpm,mobile
2021-03-31,765,rtbhouse,cpc,mobile
2021-03-31,9642,google,organic,mobile
2021-03-31,14429,meta,cpc,mobile
2021-03-31,7,m.facebook.com,referral,tablet
2021-03-31,3,lm.facebook.com,referral,mobile
2021-03-31,2957,google,cpc,desktop
2021-03-31,6721,google,organic,desktop
2021-03-31,126,l.instagram.com,referral,mobile
2021-04-01,5,youtube.com,referral,desktop
2021-04-01,2,instagram.com,referral,tablet
2021-04-01,164,google,cpc,tablet
2021-04-01,1,instagram,influencer,tablet
2021-04-01,1243,instagram,influencer,mobile
2021-04-01,8,l.instagram.com,referral,desktop
2021-04-01,6548,google,organic,desktop
2021-04-01,2,instagram.com,referral,desktop
2021-04-01,792,rtbhouse,cpc,mobile
2021-04-01,2,youtube,cpv,mobile
2021-04-01,291,meta,cpc,desktop
2021-04-01,1,youtube,cpv,desktop
2021-04-01,201,google,organic,tablet
2021-04-01,7,m.facebook.com,referral,tablet
2021-04-01,115,dv360,cpm,desktop
2021-04-01,2,instagram,organic_social,tablet
2021-04-01,19,l.facebook.com,referral,mobile
2021-04-01,205,l.instagram.com,referral,mobile
2021-04-01,13,instagram,influencer,desktop
2021-04-01,768,rtbhouse,cpc,desktop
2021-04-01,5,google,cpm,mobile
2021-04-01,520,email,crm,mobile
2021-04-01,8,l.facebook.com,referral,desktop
2021-04-01,17888,meta,cpc,mobile
2021-04-01,307,email,crm,desktop
2021-04-01,651,m.facebook.com,referral,mobile
2021-04-01,3105,google,cpc,desktop
2021-04-01,309,instagram.com,referral,mobile
2021-04-01,1,youtube,organic_social,tablet
2021-04-01,1,google,cpm,desktop
2021-04-01,8,dv360,cpm,mobile
2021-04-01,81,meta,cpc,tablet
2021-04-01,10090,google,cpc,mobile
2021-04-01,9786,google,organic,mobile
2021-04-01,7,rtbhouse,cpc,tablet
2021-04-01,7,youtube,organic_social,mobile
2021-04-01,2,instagram,organic_social,desktop
2021-04-01,221,instagram,organic_social,mobile
2021-04-01,14,youtube.com,referral,mobile
2021-04-01,6,email,crm,tablet
2021-04-02,12117,google,cpc,mobile
2021-04-02,2,dv360,cpm,mobile
2021-04-02,4,google,cpm,mobile
2021-04-02,6419,google,organic,desktop
2021-04-02,3,instagram,influencer,tablet
2021-04-02,7,instagram,influencer,desktop
2021-04-02,797,rtbhouse,cpc,mobile
2021-04-02,105,dv360,cpm,desktop
2021-04-02,3,youtube.com,referral,mobile
2021-04-02,765,rtbhouse,cpc,desktop
2021-04-02,1,instagram.com,referral,tablet
2021-04-02,20,l.facebook.com,referral,mobile
2021-04-02,3,m.facebook.com,referral,tablet
2021-04-02,1,instagram,organic_social,desktop
2021-04-02,9775,google,organic,mobile
2021-04-02,8,email,crm,tablet
2021-04-02,332,email,crm,desktop
2021-04-02,18785,meta,cpc,mobile
2021-04-02,4,l.instagram.com,referral,desktop
2021-04-02,303,instagram.com,referral,mobile
2021-04-02,476,email,crm,mobile
2021-04-02,6,youtube.com,referral,desktop
2021-04-02,690,m.facebook.com,referral,mobile
2021-04-02,169,google,cpc,tablet
2021-04-02,292,meta,cpc,desktop
2021-04-02,2,instagram,organic_social,tablet
2021-04-02,1,m.facebook.com,referral,desktop
2021-04-02,160,l.instagram.com,referral,mobile
2021-04-02,171,google,organic,tablet
2021-04-02,1,lm.facebook.com,referral,mobile
2021-04-02,191,instagram,organic_social,mobile
2021-04-02,10,youtube,organic_social,mobile
2021-04-02,1,youtube,cpv,desktop
2021-04-02,4,youtube,organic_social,desktop
2021-04-02,85,meta,cpc,tablet
2021-04-02,1,youtube.com,referral,tablet
2021-04-02,845,instagram,influencer,mobile
2021-04-02,3,rtbhouse,cpc,tablet
2021-04-02,1,youtube,organic_social,tablet
2021-04-02,2,instagram.com,referral,desktop
2021-04-02,8,l.facebook.com,referral,desktop
2021-04-02,3881,google,cpc,desktop
2021-04-03,8,instagram,influencer,desktop
2021-04-03,326,meta,cpc,desktop
2021-04-03,211,google,cpc,tablet
2021-04-03,5,dv360,cpm,mobile
2021-04-03,11,youtube.com,referral,mobile
2021-04-03,10,email,crm,tablet
2021-04-03,67,dv360,cpm,desktop
2021-04-03,752,m.facebook.com,referral,mobile
2021-04-03,2525,google,cpc,desktop
2021-04-03,3,youtube.com,referral,desktop
2021-04-03,5,rtbhouse,cpc,tablet
2021-04-03,187,email,crm,desktop
2021-04-03,21790,meta,cpc,mobile
2021-04-03,2,youtube,cpv,mobile
2021-04-03,3,l.instagram.com,referral,tablet
2021-04-03,13,youtube,organic_social,mobile
2021-04-03,21,l.facebook.com,referral,mobile
2021-04-03,147,instagram,organic_social,mobile
2021-04-03,1,l.instagram.com,referral,desktop
2021-04-03,3,youtube,organic_social,desktop
2021-04-03,1,instagram,influencer,tablet
2021-04-03,12,l.facebook.com,referral,desktop
2021-04-03,554,instagram,influencer,mobile
2021-04-03,848,rtbhouse,cpc,mobile
2021-04-03,456,rtbhouse,cpc,desktop
2021-04-03,490,email,crm,mobile
2021-04-03,11004,google,organic,mobile
2021-04-03,3,google,cpm,mobile
2021-04-03,4854,google,organic,desktop
2021-04-03,92,meta,cpc,tablet
2021-04-03,284,instagram.com,referral,mobile
2021-04-03,11,m.facebook.com,referral,tablet
2021-04-03,1,youtube,organic_social,tablet
2021-04-03,13572,google,cpc,mobile
2021-04-03,238,google,organic,tablet
2021-04-03,130,l.instagram.com,referral,mobile
2021-04-03,1,lm.facebook.com,referral,mobile
2021-04-04,5,youtube,organic_social,desktop
2021-04-04,1,instagram,organic_social,desktop
2021-04-04,6,m.facebook.com,referral,tablet
2021-04-04,13613,google,cpc,mobile
2021-04-04,10,l.facebook.com,referral,desktop
2021-04-04,11344,google,organic,mobile
2021-04-04,293,meta,cpc,desktop
2021-04-04,1,instagram,organic_social,tablet
2021-04-04,1,lm.facebook.com,referral,mobile
2021-04-04,2268,google,cpc,desktop
2021-04-04,78,dv360,cpm,desktop
2021-04-04,388,rtbhouse,cpc,desktop
2021-04-04,4,youtube.com,referral,mobile
2021-04-04,7,dv360,cpm,mobile
2021-04-04,247,google,cpc,tablet
2021-04-04,4700,google,organic,desktop
2021-04-04,14,l.facebook.com,referral,mobile
2021-04-04,28583,meta,cpc,mobile
2021-04-04,6,google,cpm,mobile
2021-04-04,142,email,crm,desktop
2021-04-04,20,youtube,organic_social,mobile
2021-04-04,128,meta,cpc,tablet
2021-04-04,13,instagram,influencer,desktop
2021-04-04,4,instagram,influencer,tablet
2021-04-04,794,rtbhouse,cpc,mobile
2021-04-04,1,l.instagram.com,referral,desktop
2021-04-04,6,youtube.com,referral,desktop
2021-04-04,916,m.facebook.com,referral,mobile
2021-04-04,351,email,crm,mobile
2021-04-04,245,google,organic,tablet
2021-04-04,191,instagram.com,referral,mobile
2021-04-04,6,rtbhouse,cpc,tablet
2021-04-04,980,instagram,influencer,mobile
2021-04-04,155,l.instagram.com,referral,mobile
2021-04-04,9,email,crm,tablet
2021-04-04,170,instagram,organic_social,mobile
2021-04-05,17,l.facebook.com,referral,mobile
2021-04-05,3,l.instagram.com,referral,tablet
2021-04-05,1,lm.facebook.com,referral,mobile
2021-04-05,9,instagram,organic_social,desktop
2021-04-05,22485,meta,cpc,mobile
2021-04-05,175,google,organic,tablet
2021-04-05,305,meta,cpc,desktop
2021-04-05,14,instagram,influencer,desktop
2021-04-05,11,l.facebook.com,referral,desktop
2021-04-05,6,dv360,cpm,mobile
2021-04-05,7,l.instagram.com,referral,desktop
2021-04-05,112,dv360,cpm,desktop
2021-04-05,1,l.facebook.com,referral,tablet
2021-04-05,248,instagram,influencer,mobile
2021-04-05,1,youtube.com,referral,tablet
2021-04-05,10,m.facebook.com,referral,tablet
2021-04-05,163,google,cpc,tablet
2021-04-05,911,instagram,organic_social,mobile
2021-04-05,4,email,crm,tablet
2021-04-05,596,m.facebook.com,referral,mobile
2021-04-05,5,instagram.com,referral,tablet
2021-04-05,7,youtube,organic_social,desktop
2021-04-05,11800,google,cpc,mobile
2021-04-05,2,dv360,cpm,tablet
2021-04-05,9757,google,organic,mobile
2021-04-05,223,l.instagram.com,referral,mobile
2021-04-05,835,rtbhouse,cpc,desktop
2021-04-05,781,rtbhouse,cpc,mobile
2021-04-05,277,email,crm,desktop
2021-04-05,3401,google,cpc,desktop
2021-04-05,1,instagram.com,referral,desktop
2021-04-05,10,youtube,organic_social,mobile
2021-04-05,6369,google,organic,desktop
2021-04-05,3,youtube.com,referral,desktop
2021-04-05,2,google,cpm,mobile
2021-04-05,4,youtube.com,referral,mobile
2021-04-05,108,meta,cpc,tablet
2021-04-05,1,instagram,influencer,tablet
2021-04-05,5,rtbhouse,cpc,tablet
2021-04-05,380,email,crm,mobile
2021-04-05,354,instagram.com,referral,mobile
2021-04-05,6,instagram,organic_social,tablet
2021-04-06,1,l.instagram.com,referral,tablet
2021-04-06,573,rtbhouse,cpc,mobile
2021-04-06,196,email,crm,desktop
2021-04-06,1,youtube.com,referral,mobile
2021-04-06,10,instagram,influencer,desktop
2021-04-06,9030,google,organic,mobile
2021-04-06,9,l.facebook.com,referral,desktop
2021-04-06,91,meta,cpc,tablet
2021-04-06,3,google,cpm,mobile
2021-04-06,3,rtbhouse,cpc,tablet
2021-04-06,167,l.instagram.com,referral,mobile
2021-04-06,7,youtube,organic_social,desktop
2021-04-06,328,instagram.com,referral,mobile
2021-04-06,10,l.facebook.com,referral,mobile
2021-04-06,6304,google,organic,desktop
2021-04-06,2,youtube.com,referral,tablet
2021-04-06,17734,meta,cpc,mobile
2021-04-06,444,instagram,influencer,mobile
2021-04-06,12,youtube,organic_social,mobile
2021-04-06,4,instagram,organic_social,desktop
2021-04-06,4,m.facebook.com,referral,tablet
2021-04-06,604,rtbhouse,cpc,desktop
2021-04-06,637,instagram,organic_social,mobile
2021-04-06,2,email,crm,tablet
2021-04-06,12281,google,cpc,mobile
2021-04-06,1,youtube.com,referral,desktop
2021-04-06,311,meta,cpc,desktop
2021-04-06,3565,google,cpc,desktop
2021-04-06,90,dv360,cpm,desktop
2021-04-06,1,instagram,influencer,tablet
2021-04-06,7,l.instagram.com,referral,desktop
2021-04-06,1,instagram,organic_social,tablet
2021-04-06,4,dv360,cpm,mobile
2021-04-06,581,m.facebook.com,referral,mobile
2021-04-06,235,email,crm,mobile
2021-04-06,199,google,cpc,tablet
2021-04-06,174,google,organic,tablet
2021-04-07,3436,google,cpc,desktop
2021-04-07,4,google,cpm,mobile
2021-04-07,9909,google,organic,mobile
2021-04-07,1,instagram,organic_social,tablet
2021-04-07,156,google,cpc,tablet
2021-04-07,1507,rtbhouse,cpc,desktop
2021-04-07,10,rtbhouse,cpc,tablet
2021-04-07,31,instagram,influencer,desktop
2021-04-07,610,m.facebook.com,referral,mobile
2021-04-07,11361,google,cpc,mobile
2021-04-07,145,l.instagram.com,referral,mobile
2021-04-07,92,dv360,cpm,desktop
2021-04-07,3,dv360,cpm,mobile
2021-04-07,1530,instagram,influencer,mobile
2021-04-07,7146,google,organic,desktop
2021-04-07,1,instagram.com,referral,tablet
2021-04-07,238,instagram,organic_social,mobile
2021-04-07,491,email,crm,mobile
2021-04-07,1562,rtbhouse,cpc,mobile
2021-04-07,330,instagram.com,referral,mobile
2021-04-07,4,youtube,organic_social,mobile
2021-04-07,21136,meta,cpc,mobile
2021-04-07,272,email,crm,desktop
2021-04-07,8,youtube,organic_social,desktop
2021-04-07,171,google,organic,tablet
2021-04-07,3,youtube.com,referral,desktop
2021-04-07,6,email,crm,tablet
2021-04-07,3,lm.facebook.com,referral,mobile
2021-04-07,1,dv360,cpm,tablet
2021-04-07,1,l.instagram.com,referral,desktop
2021-04-07,93,meta,cpc,tablet
2021-04-07,358,meta,cpc,desktop
2021-04-07,5,youtube.com,referral,mobile
2021-04-07,5,instagram,organic_social,desktop
2021-04-07,15,l.facebook.com,referral,mobile
2021-04-07,4,m.facebook.com,referral,tablet
2021-04-07,19,l.facebook.com,referral,desktop
2021-04-07,3,instagram,influencer,tablet
2021-04-07,1,youtube,organic_social,tablet
2021-04-08,9689,google,organic,mobile
2021-04-08,2,instagram,organic_social,desktop
2021-04-08,20,youtube.com,referral,mobile
2021-04-08,144,l.instagram.com,referral,mobile
2021-04-08,3341,google,cpc,desktop
2021-04-08,1550,rtbhouse,cpc,mobile
2021-04-08,22802,meta,cpc,mobile
2021-04-08,15,l.facebook.com,referral,desktop
2021-04-08,1,instagram,influencer,tablet
2021-04-08,168,instagram,organic_social,mobile
2021-04-08,439,email,crm,desktop
2021-04-08,390,meta,cpc,desktop
2021-04-08,93,dv360,cpm,desktop
2021-04-08,3,google,cpm,mobile
2021-04-08,4,l.instagram.com,referral,desktop
2021-04-08,474,m.facebook.com,referral,mobile
2021-04-08,2,lm.facebook.com,referral,mobile
2021-04-08,17,rtbhouse,cpc,tablet
2021-04-08,585,instagram,influencer,mobile
2021-04-08,102,meta,cpc,tablet
2021-04-08,5,m.facebook.com,referral,tablet
2021-04-08,5,youtube,organic_social,desktop
2021-04-08,12032,google,cpc,mobile
2021-04-08,7146,google,organic,desktop
2021-04-08,12,email,crm,tablet
2021-04-08,162,google,cpc,tablet
2021-04-08,1933,rtbhouse,cpc,desktop
2021-04-08,2,youtube,organic_social,tablet
2021-04-08,1,youtube,cpv,mobile
2021-04-08,2,instagram.com,referral,tablet
2021-04-08,11,youtube,organic_social,mobile
2021-04-08,21,l.facebook.com,referral,mobile
2021-04-08,5,dv360,cpm,mobile
2021-04-08,465,instagram.com,referral,mobile
2021-04-08,16,instagram,influencer,desktop
2021-04-08,206,google,organic,tablet
2021-04-08,4,youtube.com,referral,desktop
2021-04-08,589,email,crm,mobile
2021-04-09,195,google,cpc,tablet
2021-04-09,3502,google,cpc,desktop
2021-04-09,8,youtube,organic_social,desktop
2021-04-09,7,youtube,organic_social,mobile
2021-04-09,420,email,crm,mobile
2021-04-09,581,instagram.com,referral,mobile
2021-04-09,1,l.instagram.com,referral,tablet
2021-04-09,13,rtbhouse,cpc,tablet
2021-04-09,11,l.facebook.com,referral,desktop
2021-04-09,96,meta,cpc,tablet
2021-04-09,12483,google,cpc,mobile
2021-04-09,13,email,crm,tablet
2021-04-09,1,instagram,organic_social,desktop
2021-04-09,21,l.facebook.com,referral,mobile
2021-04-09,217,dv360,cpm,desktop
2021-04-09,1032,rtbhouse,cpc,mobile
2021-04-09,148,l.instagram.com,referral,mobile
2021-04-09,2,instagram.com,referral,tablet
2021-04-09,146,instagram,organic_social,mobile
2021-04-09,26,youtube.com,referral,mobile
2021-04-09,408,meta,cpc,desktop
2021-04-09,2,instagram,organic_social,tablet
2021-04-09,668,rtbhouse,cpc,desktop
2021-04-09,1,dv360,cpm,tablet
2021-04-09,2,youtube,organic_social,tablet
2021-04-09,21750,meta,cpc,mobile
2021-04-09,179,google,organic,tablet
2021-04-09,243,instagram,influencer,mobile
2021-04-09,10,instagram,influencer,desktop
2021-04-09,426,m.facebook.com,referral,mobile
2021-04-09,3,l.instagram.com,referral,desktop
2021-04-09,5,m.facebook.com,referral,tablet
2021-04-09,270,email,crm,desktop
2021-04-09,6141,google,organic,desktop
2021-04-09,6,youtube.com,referral,desktop
2021-04-09,2,dv360,cpm,mobile
2021-04-09,8997,google,organic,mobile
2021-04-09,1,youtube,cpv,mobile
2021-04-09,2,google,cpm,mobile
2021-04-09,1,youtube.com,referral,tablet
2021-04-10,9,email,crm,tablet
2021-04-10,3,youtube.com,referral,desktop
2021-04-10,391,instagram,influencer,mobile
2021-04-10,5,dv360,cpm,mobile
2021-04-10,134,l.instagram.com,referral,mobile
2021-04-10,1149,rtbhouse,cpc,mobile
2021-04-10,10689,google,organic,mobile
2021-04-10,2,instagram,influencer,tablet
2021-04-10,164,dv360,cpm,desktop
2021-04-10,11,instagram,influencer,desktop
2021-04-10,11,l.facebook.com,referral,desktop
2021-04-10,10,rtbhouse,cpc,tablet
2021-04-10,12,youtube,organic_social,desktop
2021-04-10,6,m.facebook.com,referral,tablet
2021-04-10,26,l.facebook.com,referral,mobile
2021-04-10,2694,google,cpc,desktop
2021-04-10,148,email,crm,desktop
2021-04-10,5,google,cpm,mobile
2021-04-10,232,google,organic,tablet
2021-04-10,10,youtube.com,referral,mobile
2021-04-10,2,youtube,organic_social,tablet
2021-04-10,15,youtube,organic_social,mobile
2021-04-10,23300,meta,cpc,mobile
2021-04-10,1,instagram,organic_social,desktop
2021-04-10,250,google,cpc,tablet
2021-04-10,4746,google,organic,desktop
2021-04-10,540,m.facebook.com,referral,mobile
2021-04-10,198,instagram,organic_social,mobile
2021-04-10,7,l.instagram.com,referral,desktop
2021-04-10,600,instagram.com,referral,mobile
2021-04-10,404,email,crm,mobile
2021-04-10,288,meta,cpc,desktop
2021-04-10,531,rtbhouse,cpc,desktop
2021-04-10,1,l.instagram.com,referral,tablet
2021-04-10,2,youtube.com,referral,tablet
2021-04-10,1,instagram.com,referral,tablet
2021-04-10,100,meta,cpc,tablet
2021-04-10,15419,google,cpc,mobile
2021-04-11,4275,google,organic,desktop
2021-04-11,7,email,crm,tablet
2021-04-11,147,l.instagram.com,referral,mobile
2021-04-11,1,instagram,organic_social,tablet
2021-04-11,577,instagram,influencer,mobile
2021-04-11,2,l.instagram.com,referral,desktop
2021-04-11,1,dv360,cpm,tablet
2021-04-11,227,google,organic,tablet
2021-04-11,431,email,crm,mobile
2021-04-11,221,instagram,organic_social,mobile
2021-04-11,14366,google,cpc,mobile
2021-04-11,2,instagram,influencer,tablet
2021-04-11,253,google,cpc,tablet
2021-04-11,11,rtbhouse,cpc,tablet
2021-04-11,26,l.facebook.com,referral,mobile
2021-04-11,7,google,cpm,mobile
2021-04-11,312,meta,cpc,desktop
2021-04-11,7,dv360,cpm,mobile
2021-04-11,1,youtube.com,referral,desktop
2021-04-11,150,email,crm,desktop
2021-04-11,8,l.facebook.com,referral,desktop
2021-04-11,567,m.facebook.com,referral,mobile
2021-04-11,25895,meta,cpc,mobile
2021-04-11,1,m.facebook.com,referral,desktop
2021-04-11,369,rtbhouse,cpc,desktop
2021-04-11,833,rtbhouse,cpc,mobile
2021-04-11,73,dv360,cpm,desktop
2021-04-11,4,l.instagram.com,referral,tablet
2021-04-11,10,youtube.com,referral,mobile
2021-04-11,469,instagram.com,referral,mobile
2021-04-11,2244,google,cpc,desktop
2021-04-11,2,instagram.com,referral,tablet
2021-04-11,15,youtube,organic_social,mobile
2021-04-11,6,m.facebook.com,referral,tablet
2021-04-11,9,youtube,organic_social,desktop
2021-04-11,14,instagram,influencer,desktop
2021-04-11,11080,google,organic,mobile
2021-04-11,101,meta,cpc,tablet
2021-04-12,2,youtube.com,referral,desktop
2021-04-12,3,instagram,influencer,tablet
2021-04-12,4,google,cpm,mobile
2021-04-12,3,dv360,cpm,mobile
2021-04-12,15,l.facebook.com,referral,desktop
2021-04-12,2,l.facebook.com,referral,tablet
2021-04-12,3431,google,cpc,desktop
2021-04-12,12305,google,cpc,mobile
2021-04-12,14,instagram,influencer,desktop
2021-04-12,2,youtube,organic_social,tablet
2021-04-12,95,meta,cpc,tablet
2021-04-12,19021,meta,cpc,mobile
2021-04-12,173,google,organic,tablet
2021-04-12,632,rtbhouse,cpc,mobile
2021-04-12,16,l.facebook.com,referral,mobile
2021-04-12,1,youtube,cpv,desktop
2021-04-12,1,lm.facebook.com,referral,mobile
2021-04-12,13,youtube,organic_social,mobile
2021-04-12,483,m.facebook.com,referral,mobile
2021-04-12,120,dv360,cpm,desktop
2021-04-12,371,email,crm,desktop
2021-04-12,1,l.instagram.com,referral,tablet
2021-04-12,109,instagram,organic_social,mobile
2021-04-12,3,youtube,organic_social,desktop
2021-04-12,201,google,cpc,tablet
2021-04-12,16,youtube.com,referral,mobile
2021-04-12,6,l.instagram.com,referral,desktop
2021-04-12,530,email,crm,mobile
2021-04-12,5983,google,organic,desktop
2021-04-12,3,m.facebook.com,referral,tablet
2021-04-12,79,l.instagram.com,referral,mobile
2021-04-12,416,instagram.com,referral,mobile
2021-04-12,670,rtbhouse,cpc,desktop
2021-04-12,4,rtbhouse,cpc,tablet
2021-04-12,3,instagram,organic_social,desktop
2021-04-12,402,instagram,influencer,mobile
2021-04-12,9,email,crm,tablet
2021-04-12,315,meta,cpc,desktop
2021-04-12,8675,google,organic,mobile
2021-04-13,3,m.facebook.com,referral,tablet
2021-04-13,240,email,crm,desktop
2021-04-13,9,l.facebook.com,referral,mobile
2021-04-13,11597,meta,cpc,mobile
2021-04-13,2988,google,cpc,desktop
2021-04-13,8,email,crm,tablet
2021-04-13,1,instagram.com,referral,tablet
2021-04-13,125,google,organic,tablet
2021-04-13,164,instagram.com,referral,mobile
2021-04-13,7,l.facebook.com,referral,desktop
2021-04-13,5,dv360,cpm,mobile
2021-04-13,66,l.instagram.com,referral,mobile
2021-04-13,4,instagram,organic_social,desktop
2021-04-13,5,youtube,organic_social,desktop
2021-04-13,296,email,crm,mobile
2021-04-13,1,instagram,influencer,tablet
2021-04-13,6,l.instagram.com,referral,desktop
2021-04-13,2,dv360,cpm,tablet
2021-04-13,294,m.facebook.com,referral,mobile
2021-04-13,2,youtube,organic_social,tablet
2021-04-13,1,youtube,cpv,mobile
2021-04-13,1,youtube.com,referral,desktop
2021-04-13,5,rtbhouse,cpc,tablet
2021-04-13,679,rtbhouse,cpc,mobile
2021-04-13,3,youtube,organic_social,mobile
2021-04-13,194,meta,cpc,desktop
2021-04-13,125,google,cpc,tablet
2021-04-13,5643,google,organic,desktop
2021-04-13,7,instagram,influencer,desktop
2021-04-13,1,instagram,organic_social,tablet
2021-04-13,339,instagram,influencer,mobile
2021-04-13,743,rtbhouse,cpc,desktop
2021-04-13,7581,google,cpc,mobile
2021-04-13,7576,google,organic,mobile
2021-04-13,79,instagram,organic_social,mobile
2021-04-13,106,dv360,cpm,desktop
2021-04-13,47,meta,cpc,tablet
2021-04-13,6,youtube.com,referral,mobile
2021-04-14,7,dv360,cpm,mobile
2021-04-14,1,m.facebook.com,referral,tablet
2021-04-14,99,google,cpc,tablet
2021-04-14,1,youtube,organic_social,tablet
2021-04-14,12790,meta,cpc,mobile
2021-04-14,186,instagram.com,referral,mobile
2021-04-14,3,youtube.com,referral,mobile
2021-04-14,114,dv360,cpm,desktop
2021-04-14,1,google,cpm,mobile
2021-04-14,564,email,crm,mobile
2021-04-14,5625,google,organic,desktop
